English,EnumCode,Key,Simplified Chinese
The current task is not started completely,THE_CURRENT_TASK_IS_NOT_STARTED,java.theCurrentTaskIsNotStarted,当前任务未完全启动
Querying the task status error the task may be started,QUERYING_THE_TASK_STATUS_ERROR,java.QueryingTheTaskStatusError,查询时获取任务状态出错，可能是任务正在启动中
The full amount of tasks started,THE_FULL_AMOUNT_OF_TASKS_STARTED,java.theFullAmountOfTasksStarted,全量任务启动中
Obtaining task status error,OBTAINING_TASK_STATUS_ERROR,java.obtainingTaskStatusError,获取任务状态出错
Incremental tasks started,INCREMENTAL_TASKS_STARTED,java.incrementalTasksStarted,增量任务启动中
Currently in stop state,CURRENTLY_IN_STOP_STATE,java.currentlyInStopState,当前处于停写状态中
The current task has finished running,THE_CURRENT_TASK_HAS_FINISHED,java.theCurrentTaskHasFinished,当前任务已运行完成
Error getting status,ERROR_GETTING_STATUS,java.errorGettingStatus,获取状态出错
The current task has finished running,THE_CURRENT_TASK_HAS_FINISHED,java.theCurrentTaskHasFinished,当前任务已经运行完成
Execution failed,EXECUTION_FAILED,java.executionFailed,执行失败
Execution failed only incremental tasks can stop writing,EXECUTION_FAILED_ONLY,java.ExecutionFailedOnly,执行失败，只有增量任务状态下才可以停写
Error deleting task,ERROR_DELETING_TASK,java.errorDeletingTask,删除任务出错
parameter,PARAMETER,java.parameter,参数
already exists,ALREADY_EXISTS,java.alreadyExists,已经存在
Failed to add new environment,FAILED_TO_ADD_NEW_ENVIRONMENT,java.failedToAddNewEnvironment,添加新环境失败
Service is being copied do not create it repeatedly,SERVICE_IS_BEING_COPIED_DO_NOT,java.ServiceIsBeingCopiedDoNot,服务正在copy中，请勿重复创建
There is no public cluster in the current environment to choose from,THERE_IS_NO_PUBLIC_CLUSTER_IN_THE,java.thereIsNoPublicClusterInThe,当前环境没有公共集群可以选择
Synchronization from zk failed,SYNCHRONIZATION_FROM_ZK_FAILED,java.synchronizationFromZkFailed,从zk同步失败
Synchronized successfully from zk,SYNCHRONIZED_SUCCESSFULLY_FROM,java.synchronizedSuccessfullyFrom,从zk同步成功
Is,IS,java.is,正在
Synchronization completed,SYNCHRONIZATION_COMPLETED,java.synchronizationCompleted,同步完成
Scanned completed,SCANNED_COMPLETED,java.scannedCompleted,扫描完成
Could not find the corresponding unit task,COULD_NOT_FIND_THE_CORRESPONDING,java.couldNotFindTheCorresponding,找不到对应的单元任务
Cell service does not exist,CELL_SERVICE_DOES_NOT_EXIST,java.cellServiceDoesNotExist,单元服务不存在
The unit service corresponding taskList is empty,THE_UNIT_SERVICE_CORRESPONDING,java.theUnitServiceCorresponding,单元服务对应的taskList为空
The number of tasks in the unit and center is inconsistent,THE_NUMBER_OF_TASKS_IN_THE_UNIT_AND,java.theNumberOfTasksInTheUnitAnd,单元和中心的任务个数不一致
Unit and center filterStr not the same,UNIT_AND_CENTER_FILTERSTR_NOT_THE,java.unitAndCenterFilterStrNotThe,单元和中心的filterStr不一样
The corresponding unitNodeRelDOList is empty,THE_CORRESPONDING,java.theCorresponding,服务对应的unitNodeRelDOList为空
Unit mission health check abnormalities,UNIT_MISSION_HEALTH_CHECK,java.unitMissionHealthCheck,单元任务健康检查发生异常
The unitNodeRelDOList corresponding to the task is empty,THE_UNITNODERELDOLIST,java.theUnitNodeRelDOList,任务对应的unitNodeRelDOList为空
Unit does not correspond to the task,UNIT_DOES_NOT_CORRESPOND_TO_THE,java.unitDoesNotCorrespondToThe,单元没有对应任务
Unit task does not exist task table,UNIT_TASK_DOES_NOT_EXIST_TASK_TABLE,java.unitTaskDoesNotExistTaskTable,单元任务不存在task表
Does not support non-rtdsq tasks,DOES_NOT_SUPPORT_NON-RTDSQ_TASKS,java.doesNotSupportNon-rtdsqTasks,不支持非rtdsq的任务
Unit of distribution services for the task,UNIT_OF_DISTRIBUTION_SERVICES_FOR,java.unitOfDistributionServicesFor,单元的分发服务的任务为
The unit task filterStr does not include all the logical tables subscribed to,THE_UNIT_TASK_FILTERSTR_DOES_NOT,java.theUnitTaskFilterStrDoesNot,单元任务的filterStr不包含订阅的所有逻辑表
The number of tasks and drc subtopic number is not the same,THE_NUMBER_OF_TASKS_AND_DRC,java.theNumberOfTasksAndDrc,任务个数和drc的subtopic个数不相同
An exception occurred in the calibration task,AN_EXCEPTION_OCCURRED_IN_THE,java.anExceptionOccurredInThe,校验任务发生异常
The task has no corresponding channel,THE_TASK_HAS_NO_CORRESPONDING,java.theTaskHasNoCorresponding,任务没有对应的通道
The task is drc incremental channel,THE_TASK_IS_DRC_INCREMENTAL,java.theTaskIsDrcIncremental,任务是drc增量通道
Parameter content can not be empty,PARAMETER_CONTENT_CAN_NOT_BE_EMPTY,java.parameterContentCanNotBeEmpty,参数content不可为空
Upload log successfully,UPLOAD_LOG_SUCCESSFULLY,java.uploadLogSuccessfully,上传日志成功
millisecond,MILLISECOND,java.millisecond,毫秒
Can not find the corresponding user,CAN_NOT_FIND_THE_CORRESPONDING,java.canNotFindTheCorresponding,找不到对应的用户
Can not find service information,CAN_NOT_FIND_SERVICE_INFORMATION,java.canNotFindServiceInformation,找不到服务信息
If you can not find this user you need to visit Lower Gateway 3 Console to create users,IF_YOU_CAN_NOT_FIND_THIS_USER_YOU,java.IfYouCanNotFindThisUserYou,找不到此用户，您需要访问下精卫3控制台以创建用户
Only the full type of service can use the timing function,ONLY_THE_FULL_TYPE_OF_SERVICE_CAN,java.onlyTheFullTypeOfServiceCan,只有全量类型的服务才可以使用定时功能
Mission zk configuration is empty it may be the task of the drc channel is not yet ready,MISSION_ZK_CONFIGURATION_IS,java.MissionZkConfigurationIs,任务在zk上的配置为空，可能任务的drc通道还没有就绪
Can not find the corresponding task may have been deleted,CAN_NOT_FIND_THE_CORRESPONDING,java.CanNotFindTheCorresponding,找不到对应的任务，可能已经被删除
Create a small table broadcast service,CREATE_A_SMALL_TABLE_BROADCAST,java.createASmallTableBroadcast,创建的小表广播服务
try,TRY,java.try,尝试
An error occurred while registering the import job,AN_ERROR_OCCURRED_WHILE,java.anErrorOccurredWhile,注册导入任务出错
Start service exception,START_SERVICE_EXCEPTION,java.startServiceException,启动服务异常
Start up successfully,START_UP_SUCCESSFULLY,java.startUpSuccessfully,启动成功
Stop service exception,STOP_SERVICE_EXCEPTION,java.stopServiceException,停止服务异常
Stopped successfully,STOPPED_SUCCESSFULLY,java.stoppedSuccessfully,停止成功
Stop writing abnormalities,STOP_WRITING_ABNORMALITIES,java.stopWritingAbnormalities,停写异常
Remove service exception,REMOVE_SERVICE_EXCEPTION,java.removeServiceException,删除服务异常
Query error,QUERY_ERROR,java.queryError,查询出错
Arbitration succeeded you can withdraw,ARBITRATION_SUCCEEDED_YOU_CAN,java.ArbitrationSucceededYouCan,仲裁成功，可以退出
Arbitration failed can not exit,ARBITRATION_FAILED_CAN_NOT_EXIT,java.ArbitrationFailedCanNotExit,仲裁失败，不能退出
And serviceName can not be null at the same time,AND_SERVICENAME_CAN_NOT_BE_NULL_AT,java.andServiceNameCanNotBeNullAt,和serviceName不能同时为空
Node not found,NODE_NOT_FOUND,java.nodeNotFound,节点未找到
The data can not be empty,THE_DATA_CAN_NOT_BE_EMPTY,java.theDataCanNotBeEmpty,数据不可为空
Update task failed please try again later,UPDATE_TASK_FAILED_PLEASE_TRY,java.UpdateTaskFailedPleaseTry,更新任务失败，请稍后重试
Please contact Jingwei students to solve,PLEASE_CONTACT_JINGWEI_STUDENTS,java.pleaseContactJingweiStudents,请联系精卫同学解决
Big seal prohibit the creation or editing Jingwei task,BIG_SEAL_PROHIBIT_THE_CREATION_OR,java.BigSealProhibitTheCreationOr,大促封网，禁止新建或编辑精卫任务
Asterisk,ASTERISK,java.asterisk,星号
Said to match the previous sub-expression any number of times h. * Llo match,SAID_TO_MATCH_THE_PREVIOUS,java.SaidToMatchThePrevious,表示匹配前面子表达式任意次，h.*llo匹配
Other strings,OTHER_STRINGS,java.otherStrings,等字符串
question mark,QUESTION_MARK,java.questionMark,问号
Indicates that the previous subexpression matched zero or one times,INDICATES_THAT_THE_PREVIOUS,java.indicatesThatThePrevious,表示匹配前面子表达式零次或1次
Match hllo hello but can not match,MATCH_HLLO_HELLO_BUT_CAN_NOT,java.MatchHlloHelloButCanNot,匹配hllo，hello，但不能匹配
Character set which means match any character in square brackets for example h [aello] match,CHARACTER_SET_WHICH_MEANS_MATCH,java.CharacterSetWhichMeansMatch,字符集合，表示匹配方括号内任意一个字符，例如h[aello]匹配
Negative value set of characters that does not match any one character within square brackets for example h [^ ae] llo match hcllo hdllo but can not match,NEGATIVE_VALUE_SET_OF_CHARACTERS,java.NegativeValueSetOfCharacters,负值字符集合，表示不匹配方括号内任意一个字符，例如h[^ae]llo匹配hcllo，hdllo，但是不能匹配
Character range character1-character2 range of characters that can match for example,CHARACTER_RANGE,java.CharacterRange,字符范围，表示character1-character2范围内的字符都可以匹配，例如
Interface error,INTERFACE_ERROR,java.interfaceError,接口出错
submit,SUBMIT,java.submit,提交
Mission failed not supported,MISSION_FAILED_NOT_SUPPORTED,java.MissionFailedNotSupported,任务失败，不支持的
The task id is blank,THE_TASK_ID_IS_BLANK,java.theTaskIdIsBlank,的任务id为空
Not ready please try again later,NOT_READY_PLEASE_TRY_AGAIN_LATER,java.NotReadyPleaseTryAgainLater,还没有准备好，请稍后再试
The mission is successful,THE_MISSION_IS_SUCCESSFUL,java.theMissionIsSuccessful,任务成功
Consumer group failed,CONSUMER_GROUP_FAILED,java.consumerGroupFailed,消费分组失败
Query metaq Consumption grouping accumulation failed,QUERY_METAQ_CONSUMPTION_GROUPING,java.queryMetaqConsumptionGrouping,查询metaq消费分组堆积情况失败
Each partition failed to last update,EACH_PARTITION_FAILED_TO_LAST,java.eachPartitionFailedToLast,各分区最后更新时间失败
Delete topic failed,DELETE_TOPIC_FAILED,java.deleteTopicFailed,删除topic失败
Jingwei's regular tasks,JINGWEIS_REGULAR_TASKS,java.jingweisRegularTasks,精卫的定时任务
Cold mysterious,COLD_MYSTERIOUS,java.coldMysterious,寒玄
Query dbGroups the result is empty,QUERY_DBGROUPS_THE_RESULT_IS,java.QueryDbGroupsTheResultIs,查询dbGroups，返回结果为空
The user name and password error,THE_USER_NAME_AND_PASSWORD_ERROR,java.theUserNameAndPasswordError,的用户名和密码出错
Query app information error,QUERY_APP_INFORMATION_ERROR,java.queryAppInformationError,查询app信息出错
Can not find the user name and password of the library,CAN_NOT_FIND_THE_USER_NAME_AND,java.canNotFindTheUserNameAnd,找不到库的用户名和密码
Type error,TYPE_ERROR,java.typeError,类型报错
Has been taken over by the Adam team,HAS_BEEN_TAKEN_OVER_BY_THE_ADAM_TEAM,java.hasBeenTakenOverByTheAdamTeam,已经由亚当团队接管
Type error to be repaired after use again,TYPE_ERROR_TO_BE_REPAIRED_AFTER,java.TypeErrorToBeRepairedAfter,类型报错，待修复后重新使用
Library; Table; Fields,LIBRARY;_TABLE;_FIELDS,java.library;Table;Fields,库;表;字段
There is a problem with the synchronization task you can not receive the message. Restoration before use,THERE_IS_A_PROBLEM_WITH_THE,java.ThereIsAProblemWithThe,同步任务有问题，收不到消息。等修复后再使用
Jingwei test,JINGWEI_TEST,java.jingweiTest,精卫测试
Jingwei test one,JINGWEI_TEST_ONE,java.jingweiTestOne,精卫测试一
Jing Wei one,JING_WEI_ONE,java.jingWeiOne,精卫一
test,TEST,java.test,测试
Test description information,TEST_DESCRIPTION_INFORMATION,java.testDescriptionInformation,测试描述信息
Little,LITTLE,java.little,万少
Request failed details,REQUEST_FAILED_DETAILS,java.RequestFailedDetails,请求失败，详情
Read completed,READ_COMPLETED,java.readCompleted,读取完毕
The result is,THE_RESULT_IS,java.theResultIs,结果为
Corporate logo,CORPORATE_LOGO,java.corporateLogo,企业标识
Application Layer - Summary sales and sales gross profit table,APPLICATION_LAYER_-_SUMMARY_SALES,java.applicationLayer-SummarySales,应用层-汇总销售及销售毛利表
A thread,A_THREAD,java.aThread,就一个线程
Victoria's Secret,VICTORIAS_SECRET,java.victoriasSecret,维多利亚的秘密
Chinese,CHINESE,java.chinese,中文
Type of operation must be passed in,TYPE_OF_OPERATION_MUST_BE_PASSED_IN,java.typeOfOperationMustBePassedIn,类型的操作，必须传入
Pull the message request,PULL_THE_MESSAGE_REQUEST,java.pullTheMessageRequest,拉取消息请求
Pull the message response,PULL_THE_MESSAGE_RESPONSE,java.pullTheMessageResponse,拉取消息响应
Heartbeat response,HEARTBEAT_RESPONSE,java.heartbeatResponse,心跳响应
Abnormal response,ABNORMAL_RESPONSE,java.abnormalResponse,异常响应
Original length,ORIGINAL_LENGTH,java.originalLength,原长度
After compression,AFTER_COMPRESSION,java.afterCompression,压缩后
unzip,UNZIP,java.unzip,解压缩
Account does not pull the binlog permissions please contact your dba account settings above pull binlog permissions,ACCOUNT_DOES_NOT_PULL_THE_BINLOG,java.AccountDoesNotPullTheBinlog,账号没有拉取binlog的权限，请联系你们的dba为上面账号设置拉binlog权限
Account is not executed,ACCOUNT_IS_NOT_EXECUTED,java.accountIsNotExecuted,账号没有执行
permission,PERMISSION,java.permission,的权限
The parameter format must be similar,THE_PARAMETER_FORMAT_MUST_BE,java.theParameterFormatMustBe,参数格式必需类似
Can not find the task configuration from zk make sure the channel is ready the cluster has been mounted and the task started,CAN_NOT_FIND_THE_TASK,java.CanNotFindTheTask,不能从zk上找到任务配置，请确保通道就绪成功、已经挂载集群并且启动了任务
"Day "".equals (getTimeLong (reverseTimeLong ("" 2 days",DAY_.EQUALS_(GETTIMELONG,java.Day.equals(getTimeLong,"天"".equals(getTimeLong(reverseTimeLong(""2天"
"13 hours a day "".equals (getTimeLong (reverseTimeLong ("" 1 day 13 hours",13_HOURS_A_DAY_.EQUALS,java.13HoursADay.equals,"天13小时"".equals(getTimeLong(reverseTimeLong(""1天13小时"
"15 minutes "".equals (getTimeLong (reverseTimeLong ("" 2 hours 15 minutes",15_MINUTES_.EQUALS,java.15Minutes.equals,"小时15分钟"".equals(getTimeLong(reverseTimeLong(""2小时15分钟"
"Minutes "".equals (getTimeLong (reverseTimeLong ("" 31 minutes",MINUTES_.EQUALS_(GETTIMELONG,java.Minutes.equals(getTimeLong,"分钟"".equals(getTimeLong(reverseTimeLong(""31分钟"
"Seconds "".equals (getTimeLong (reverseTimeLong ("" 4 seconds",SECONDS_.EQUALS_(GETTIMELONG,java.Seconds.equals(getTimeLong,"秒"".equals(getTimeLong(reverseTimeLong(""4秒"
"Seconds "".equals (getTimeLong (reverseTimeLong ("" 4.32 seconds",SECONDS_.EQUALS_(GETTIMELONG,java.Seconds.equals(getTimeLong,"秒"".equals(getTimeLong(reverseTimeLong(""4.32秒"
"Seconds "".equals (getTimeLong (reverseTimeLong ("" 0.32 seconds",SECONDS_.EQUALS_(GETTIMELONG,java.Seconds.equals(getTimeLong,"秒"".equals(getTimeLong(reverseTimeLong(""0.32秒"
Is the service name this method is only allowed to pass the task name,IS_THE_SERVICE_NAME_THIS_METHOD_IS,java.IsTheServiceNameThisMethodIs,是服务名，此方法只允许传入任务名
Jingwei mission,JINGWEI_MISSION,java.jingweiMission,精卫任务
The task configuration is empty please confirm the task name is entered correctly. The task that uses the drc channel must wait for the task's channel to be ready,THE_TASK_CONFIGURATION_IS_EMPTY,java.TheTaskConfigurationIsEmpty,上任务的配置为空，请确认任务名输入正确。使用drc通道的任务必须等待任务的通道已经就绪
Whether to open debug mode,WHETHER_TO_OPEN_DEBUG_MODE,java.whetherToOpenDebugMode,是否开启debug模式
Is it closed?,IS_IT_CLOSED?,java.isItClosed?,是否关闭
Whether to skip the unique key NULL value constraint exception,WHETHER_TO_SKIP_THE_UNIQUE_KEY_NULL,java.whetherToSkipTheUniqueKeyNULL,是否跳过唯一键NULL值约束异常
Whether to skip the primary key conflict after the only constraint exception,WHETHER_TO_SKIP_THE_PRIMARY_KEY,java.whetherToSkipThePrimaryKey,是否跳过主键冲突后的唯一约束异常
Whether to skip the applier exception,WHETHER_TO_SKIP_THE_APPLIER,java.whetherToSkipTheApplier,是否跳过applier异常
Whether to record a detailed commit log,WHETHER_TO_RECORD_A_DETAILED,java.whetherToRecordADetailed,是否记录详细的commit日志
Open the merger,OPEN_THE_MERGER,java.openTheMerger,开启合并
Bandwidth limit (unit: b / k / m -1 is unlimited,BANDWIDTH_LIMIT_(UNIT:_B_/_K_/_M_-1,java.BandwidthLimit(unit:B/K/M-1,带宽上限(单位：b/k/m，-1为无限制
Upper limit (-1 is unlimited,UPPER_LIMIT_(-1_IS_UNLIMITED,java.upperLimit(-1IsUnlimited,上限(-1为无限制
Task delay (unit: ms / s / m / h -1 is unlimited,TASK_DELAY_(UNIT:_MS_/_S_/_M_/_H_-1_IS,java.TaskDelay(unit:Ms/S/M/H-1Is,任务延迟(单位：ms/s/m/h，-1为无限制
Mode of independent consumer services,MODE_OF_INDEPENDENT_CONSUMER,java.modeOfIndependentConsumer,模式的自主消费服务
To Db synchronization service,TO_DB_SYNCHRONIZATION_SERVICE,java.toDbSynchronizationService,到Db同步服务
Small table broadcast service,SMALL_TABLE_BROADCAST_SERVICE,java.smallTableBroadcastService,小表广播服务
Sync to,SYNC_TO,java.syncTo,同步到
To Db synchronization service (directly connected,TO_DB_SYNCHRONIZATION_SERVICE,java.toDbSynchronizationService,到Db同步服务（直连
direct,DIRECT,java.direct,直接
Independent consumer service,INDEPENDENT_CONSUMER_SERVICE,java.independentConsumerService,的自主消费服务
Expired (updated) cache service,EXPIRED_(UPDATED)_CACHE_SERVICE,java.expired(updated)CacheService,失效（更新）缓存服务
Expired (Update) Cache Service (Direct Connect,EXPIRED_(UPDATE)_CACHE_SERVICE,java.expired(Update)CacheService,失效（更新）缓存服务（直连
Manually configured service,MANUALLY_CONFIGURED_SERVICE,java.manuallyConfiguredService,手动配置的服务
Forwarding service,FORWARDING_SERVICE,java.forwardingService,转发服务
Full custom service,FULL_CUSTOM_SERVICE,java.fullCustomService,全量自定义服务
Full custom verification service,FULL_CUSTOM_VERIFICATION_SERVICE,java.fullCustomVerificationService,全量自定义校验服务
Full customized custom service,FULL_CUSTOMIZED_CUSTOM_SERVICE,java.fullCustomizedCustomService,全量自定义订正服务
Total reverse verification service,TOTAL_REVERSE_VERIFICATION,java.totalReverseVerification,全量逆向校验服务
Go to O service,GO_TO_O_SERVICE,java.goToOService,去O服务
Go to the O service full migration sub-service,GO_TO_THE_O_SERVICE_FULL_MIGRATION,java.goToTheOServiceFullMigration,去O服务全量迁移子服务
Go to O services full proofs service,GO_TO_O_SERVICES_FULL_PROOFS,java.goToOServicesFullProofs,去O服务全量校验子服务
Go to O service sample calibration sub-service,GO_TO_O_SERVICE_SAMPLE_CALIBRATION,java.goToOServiceSampleCalibration,去O服务抽样校验子服务
Task Group,TASK_GROUP,java.taskGroup,任务组
Full review service,FULL_REVIEW_SERVICE,java.fullReviewService,全量复查服务
Can not find the corresponding center environment may be portable deployment,CAN_NOT_FIND_THE_CORRESPONDING,java.CanNotFindTheCorresponding,找不到对应的中心环境，可能是portable的部署方式
Updated,UPDATED,java.updated,更新
Clean up,CLEAN_UP,java.cleanUp,清理
Push,PUSH,java.push,推送
Backtracking,BACKTRACKING,java.backtracking,回溯
Recycling,RECYCLING,java.recycling,回收
turn on,TURN_ON,java.turnOn,打开
stop,STOP,java.stop,停止
Catch the time,CATCH_THE_TIME,java.catchTheTime,抓取时间
Write metaq time,WRITE_METAQ_TIME,java.writeMetaqTime,写metaq时间
Meta writer writes metaq time,META_WRITER_WRITES_METAQ_TIME,java.metaWriterWritesMetaqTime,精卫writer写metaq时间
Message is written to metaq time,MESSAGE_IS_WRITTEN_TO_METAQ_TIME,java.messageIsWrittenToMetaqTime,消息写入metaq时间
Jingwei receive news time,JINGWEI_RECEIVE_NEWS_TIME,java.jingweiReceiveNewsTime,精卫接收消息时间
Jingwei processing news time,JINGWEI_PROCESSING_NEWS_TIME,java.jingweiProcessingNewsTime,精卫处理消息时间
The current environment {0} Jing Wei cluster {1} water level is too high,THE_CURRENT_ENVIRONMENT_{0}_JING,java.TheCurrentEnvironment{0}Jing,当前环境{0}，精卫集群{1}水位过高
The current environment {0} Jing Wei cluster {1} water level is too high cpu: {2} mem: {3} the task is no longer dynamic scheduling,THE_CURRENT_ENVIRONMENT_{0}_JING,java.TheCurrentEnvironment{0}Jing,当前环境{0}，精卫集群{1}水位过高，cpu:{2}，mem:{3}，任务不再动态调度
Current environment {0} more than half of the machines in the Celeron cluster {1} need to be dynamically migrated and the task is no longer dynamically scheduled,CURRENT_ENVIRONMENT_{0}_MORE,java.CurrentEnvironment{0}More,当前环境{0}，精卫集群{1}超过一半的机器需要任务动态迁移，任务不再动态调度
Current environment {0} Celecox {1} task {2} will be dynamically migrated from {3} to,CURRENT_ENVIRONMENT_{0}_CELECOX,java.CurrentEnvironment{0}Celecox,当前环境{0}，精卫集群{1}，任务{2}将从{3}动态迁移到
Current environment {0} Jing Wei cluster {1} all workers exceeded the threshold resources there is no resource to start the task please administrator emergency treatment,CURRENT_ENVIRONMENT_{0}_JING_WEI,java.CurrentEnvironment{0}JingWei,当前环境{0}，精卫集群{1}，所有worker资源超过了阀值，没有资源启动任务，请管理员紧急处理
The current environment {0} Jingwei cluster {1} task {2} exceeds the number of scheduling and the time threshold and will no longer be dynamically scheduled,THE_CURRENT_ENVIRONMENT_{0},java.TheCurrentEnvironment{0},当前环境{0}，精卫集群{1}，任务{2}，超过了调度次数和时间阀值，将不再被动态调度
The current environment {0} fine guard cluster {1} fine guard task {2} requires {3} worker runs and in fact only {4} worker runs,THE_CURRENT_ENVIRONMENT_{0}_FINE,java.TheCurrentEnvironment{0}Fine,当前环境{0}，精卫集群{1}，精卫任务{2}需要{3}个worker运行，实际上只有{4}worker运行
The current environment {0} Jingwei cluster {1} Jingwei task {2} did not find a suitable worker to run check the task running mem and cluster capacity,THE_CURRENT_ENVIRONMENT_{0},java.TheCurrentEnvironment{0},当前环境{0}，精卫集群{1}，精卫任务{2}，没有找到合适的worker运行，请检查任务运行的mem和集群容量
Current environment {0} refined Wei cluster {1} refined Wei task {2} the current number of tasks,CURRENT_ENVIRONMENT_{0}_REFINED,java.CurrentEnvironment{0}Refined,当前环境{0}，精卫集群{1}，精卫任务{2}，当前运行的任务数
Over the number of workerCount,OVER_THE_NUMBER_OF_WORKERCOUNT,java.overTheNumberOfWorkerCount,超过了workerCount数
The current environment {0} Jing Wei cluster {1} Jing Wei task {2} the following exception occurs please deal with as soon as possible,THE_CURRENT_ENVIRONMENT_{0}_JING,java.TheCurrentEnvironment{0}Jing,当前环境{0}，精卫集群{1}，精卫任务{2}，发生如下异常，请尽快处理
Broadcasting table,BROADCASTING_TABLE,java.broadcastingTable,广播表
aisle,AISLE,java.aisle,通道
Direct connection,DIRECT_CONNECTION,java.directConnection,直连
Self-consumption services,SELF-CONSUMPTION_SERVICES,java.self-consumptionServices,自主消费服务
Synchronization service,SYNCHRONIZATION_SERVICE,java.synchronizationService,同步服务
To ADS synchronization service,TO_ADS_SYNCHRONIZATION_SERVICE,java.toADSSynchronizationService,到ADS同步服务
Cell failure cache,CELL_FAILURE_CACHE,java.cellFailureCache,单元化失效缓存
Manually configure the service,MANUALLY_CONFIGURE_THE_SERVICE,java.manuallyConfigureTheService,手动配置服务
Foolish mission started,FOOLISH_MISSION_STARTED,java.foolishMissionStarted,愚公任务启动
Foolish task completed,FOOLISH_TASK_COMPLETED,java.foolishTaskCompleted,愚公任务完成
success,SUCCESS,java.success,成功
Can not find the method,CAN_NOT_FIND_THE_METHOD,java.canNotFindTheMethod,找不到该方法
fail to open the file,FAIL_TO_OPEN_THE_FILE,java.failToOpenTheFile,打开文件失败
Mapping file failed,MAPPING_FILE_FAILED,java.mappingFileFailed,映射文件失败
Failed to close the file,FAILED_TO_CLOSE_THE_FILE,java.failedToCloseTheFile,关闭文件失败
Stop reading the file,STOP_READING_THE_FILE,java.stopReadingTheFile,停止读取文件
The current file matches to the line,THE_CURRENT_FILE_MATCHES_TO_THE,java.theCurrentFileMatchesToThe,在当前文件匹配到行
In the current document did not match to the line,IN_THE_CURRENT_DOCUMENT_DID_NOT,java.inTheCurrentDocumentDidNot,在当前文件没有匹配到行
Untreated,UNTREATED,java.untreated,未处理过的
Processed,PROCESSED,java.processed,处理过的
time,TIME,java.time,时间
set,SET,java.set,集合
The next node changes the number of events,THE_NEXT_NODE_CHANGES_THE_NUMBER_OF,java.theNextNodeChangesTheNumberOf,下节点数量变化事件
Event that triggered the scan of the command node,EVENT_THAT_TRIGGERED_THE_SCAN_OF,java.eventThatTriggeredTheScanOf,触发扫描command节点的事件
Overload event,OVERLOAD_EVENT,java.overloadEvent,的负载过高事件
The name of the modified field,THE_NAME_OF_THE_MODIFIED_FIELD,java.theNameOfTheModifiedField,修改的字段的名称
The value of the modified field,THE_VALUE_OF_THE_MODIFIED_FIELD,java.theValueOfTheModifiedField,修改的字段的值
Related abnormalities will take retry mechanism may work,RELATED_ABNORMALITIES_WILL_TAKE,java.RelatedAbnormalitiesWillTake,相关异常，将会采取重试机制，可能会奏效
